Date,Adj Close,Close,High,Low,Open,Volume
2023-10-09,1.279999971,1.279999971,4.150000095,1.00999999,4.0,9968700
2023-10-16,1.610000014,1.610000014,1.669999957,1.24000001,1.24000001,2058400
2023-10-23,1.669999957,1.669999957,1.99000001,1.5,1.559999943,1027900
2023-10-30,2.700000048,2.700000048,2.869999886,1.669999957,1.700000048,3635600
2023-11-06,3.505000114,3.505000114,3.789999962,2.720000029,2.769999981,1624000
2023-11-13,3.589999914,3.589999914,4.179999828,3.234999895,3.470000029,1137200
2023-11-20,3.200000048,3.200000048,3.900000095,3.0,3.579999924,275900
2023-11-27,2.515000105,2.515000105,3.450000048,2.210000038,3.269999981,1015500
2023-12-04,1.879999995,1.879999995,2.687999964,1.820000052,2.599999905,1115500
2023-12-11,1.919999957,1.919999957,2.230000019,1.870000005,1.980000019,100300
2023-12-18,1.700000048,1.700000048,2.00999999,1.519999981,1.879999995,151400
2023-12-25,2.400000095,2.400000095,2.400000095,1.690000057,1.690000057,88900
2024-01-01,2.069999933,2.069999933,2.680000067,1.909999967,2.680000067,128500
2024-01-08,1.799999952,1.799999952,2.5,1.75999999,2.130000114,132700
2024-01-15,1.899999976,1.899999976,2.140000105,1.710000038,1.825000048,74700
2024-01-22,1.980000019,1.980000019,2.039999962,1.809999943,2.039999962,37500
2024-01-29,1.99000001,1.99000001,2.296999931,1.720000029,2.0,96600
2024-02-05,2.0,2.0,2.180000067,1.909999967,1.950000048,69600
2024-02-12,2.119999886,2.119999886,2.13499999,1.919999957,2.029999971,56700
2024-02-19,2.549999952,2.549999952,3.059999943,1.950000048,2.069999933,491500
2024-02-26,3.030999899,3.030999899,3.299999952,2.099999905,2.519999981,327300
2024-03-04,2.599999905,2.599999905,3.109999895,2.25,3.109999895,52500
2024-03-11,2.650000095,2.650000095,2.779999971,2.210000038,2.595000029,275700
2024-03-18,3.819999933,3.819999933,3.960000038,2.530999899,2.599999905,2632100
2024-03-25,1.289999962,1.289999962,4.150000095,1.25,3.940000057,10821300
2024-04-01,0.75999999,0.75999999,1.25,0.74000001,1.24000001,7315600
2024-04-08,0.683000028,0.683000028,0.769999981,0.672999978,0.74000001,2547500
2024-04-15,0.638999999,0.638999999,0.697000027,0.51700002,0.670000017,1715700
2024-04-22,0.651000023,0.651000023,0.749000013,0.600000024,0.635999978,823100
2024-04-29,0.736999989,0.736999989,0.769999981,0.630999982,0.67900002,646300
2024-05-06,0.735000014,0.735000014,0.785000026,0.683000028,0.745000005,446400
2024-05-13,0.601000011,0.601000011,0.720000029,0.600000024,0.690999985,503200
2024-05-20,0.569999993,0.569999993,0.663999975,0.569999993,0.598999977,424500
2024-05-27,0.586000025,0.586000025,0.662,0.579999983,0.583000004,227300
2024-06-03,0.605000019,0.605000019,0.658999979,0.529999971,0.609000027,1321600
2024-06-10,0.638000011,0.638000011,0.680000007,0.561999977,0.579999983,436100
2024-06-17,0.639999986,0.639999986,0.654999971,0.578999996,0.638000011,203000
