Date,Adj Close,Close,High,Low,Open,Volume
2021-10-11,16.69000053,16.69000053,18.47999954,16.5,17.64999962,13921500
2021-10-18,17.17000008,17.17000008,17.68000031,16.5,16.62999916,3333800
2021-10-25,16.81999969,16.81999969,17.27000046,16.39999962,17.20000076,1729400
2021-11-01,16.31999969,16.31999969,17.19499969,16.03000069,16.87999916,1003000
2021-11-08,16.15999985,16.15999985,17.0890007,15.10999966,17.0,2124300
2021-11-15,15.01000023,15.01000023,16.35000038,15.0,16.15999985,1635500
2021-11-22,14.42000008,14.42000008,15.77999973,14.03999996,15.01000023,1124400
2021-11-29,13.14000034,13.14000034,14.55000019,12.81999969,14.5,2155900
2021-12-06,12.97999954,12.97999954,13.98999977,12.72000027,13.32999992,1268800
2021-12-13,12.93000031,12.93000031,13.27999973,12.34000015,12.97999954,2478600
2021-12-20,14.31999969,14.31999969,14.43000031,12.34000015,12.71000004,871200
2021-12-27,14.10000038,14.10000038,14.53999996,13.85999966,14.28999996,573600
2022-01-03,12.88000011,12.88000011,14.22999954,12.68000031,14.15999985,666400
2022-01-10,11.94999981,11.94999981,12.86999989,11.81000042,12.86999989,1023800
2022-01-17,11.61999989,11.61999989,12.15999985,11.5,11.92000008,578300
2022-01-24,11.31000042,11.31000042,11.88000011,10.89500046,11.43000031,717900
2022-01-31,11.47000027,11.47000027,12.34000015,11.23999977,11.31999969,1044500
2022-02-07,12.22000027,12.22000027,13.03999996,11.40999985,11.52000046,617000
2022-02-14,11.43999958,11.43999958,12.57999992,11.25,12.10400009,384100
2022-02-21,11.47000027,11.47000027,11.69999981,10.76000023,11.46000004,389400
2022-02-28,10.63000011,10.63000011,11.48600006,10.39999962,11.39999962,954800
2022-03-07,10.10999966,10.10999966,10.89000034,10.03999996,10.56000042,728000
2022-03-14,10.88000011,10.88000011,11.19999981,9.210000038,10.10999966,1583000
2022-03-21,10.5,10.5,10.93000031,10.06000042,10.77000046,416400
2022-03-28,11.28999996,11.28999996,11.38000011,10.25,10.40999985,667900
2022-04-04,11.39999962,11.39999962,11.82999992,11.25,11.39999962,399500
2022-04-11,11.60000038,11.60000038,12.11999989,11.19400024,11.39999962,408600
2022-04-18,11.22999954,11.22999954,11.69999981,10.93000031,11.63000011,374300
2022-04-25,10.5,10.5,11.43999958,10.5,11.21000004,430400
2022-05-02,10.93000031,10.93000031,11.25500011,10.5,10.59000015,395500
2022-05-09,10.57999992,10.57999992,10.84500027,9.989999771,10.84500027,445300
2022-05-16,11.0,11.0,11.43000031,10.38000011,10.52999973,438200
2022-05-23,11.80000019,11.80000019,11.84000015,10.80000019,11.14000034,360300
2022-05-30,12.07999992,12.07999992,12.76500034,11.50500011,11.77000046,415900
2022-06-06,10.64999962,10.64999962,12.65999985,10.32999992,12.22999954,621500
2022-06-13,10.15999985,10.15999985,10.89999962,9.850000381,10.43999958,846300
2022-06-20,11.0,11.0,11.52999973,10.22000027,10.40999985,453900
2022-06-27,10.64999962,10.64999962,11.0,10.03999996,11.0,341300
2022-07-04,9.369999886,9.369999886,10.65999985,9.260000229,10.65999985,642400
2022-07-11,8.470000267,8.470000267,9.5,8.369999886,9.5,900000
2022-07-18,8.170000076,8.170000076,9.130000114,8.130000114,8.630000114,561800
2022-07-25,8.609999657,8.609999657,8.824999809,8.010000229,8.449999809,515300
2022-08-01,8.010000229,8.010000229,8.659999847,7.940000057,8.579999924,739800
2022-08-08,8.5,8.5,8.5,7.849999905,8.149999619,441000
2022-08-15,7.320000172,7.320000172,8.649999619,7.21999979,8.420000076,1256700
2022-08-22,7.440000057,7.440000057,8.180000305,6.809999943,7.599999905,2497700
2022-08-29,6.380000114,6.380000114,7.409999847,6.28000021,7.400000095,1544800
2022-09-05,6.269999981,6.269999981,6.460000038,6.090000153,6.400000095,792700
2022-09-12,6.519999981,6.519999981,7.960000038,6.460000038,6.800000191,3737700
2022-09-19,5.960000038,5.960000038,6.650000095,5.869999886,6.550000191,1481600
2022-09-26,5.579999924,5.579999924,6.28000021,5.46999979,5.980000019,1464300
2022-10-03,5.710000038,5.710000038,6.110000134,5.489999771,5.639999866,1625600
2022-10-10,5.269999981,5.269999981,5.704999924,5.03000021,5.650000095,1208700
2022-10-17,5.190000057,5.190000057,5.630000114,5.019999981,5.369999886,3116500
2022-10-24,5.940000057,5.940000057,5.940000057,4.909999847,5.130000114,1013300
2022-10-31,5.849999905,5.849999905,6.199999809,5.730000019,5.949999809,967800
2022-11-07,6.659999847,6.659999847,6.739999771,5.760000229,5.949999809,856200
2022-11-14,6.949999809,6.949999809,7.300000191,6.5,6.610000134,1669000
2022-11-21,7.199999809,7.199999809,7.360000134,6.829999924,6.849999905,577300
2022-11-28,7.159999847,7.159999847,7.375999928,6.389999866,7.099999905,1322400
2022-12-05,7.050000191,7.050000191,7.309999943,6.96999979,7.110000134,586600
2022-12-12,6.070000172,6.070000172,7.239999771,5.849999905,6.989999771,2127000
2022-12-19,5.96999979,5.96999979,6.235000134,5.920000076,6.050000191,520200
2022-12-26,6.150000095,6.150000095,6.210000038,5.860000134,5.960000038,557800
2023-01-02,6.480000019,6.480000019,6.710000038,6.199999809,6.199999809,792700
2023-01-09,7.619999886,7.619999886,7.630000114,6.46999979,6.46999979,1198400
2023-01-16,7.71999979,7.71999979,7.78000021,7.269999981,7.599999905,510700
2023-01-23,7.989999771,7.989999771,8.0,7.684999943,7.889999866,642700
2023-01-30,8.020000458,8.020000458,8.5,7.449999809,7.909999847,1391700
2023-02-06,7.440000057,7.440000057,8.0,7.289999962,8.0,852500
2023-02-13,7.510000229,7.510000229,7.670000076,7.25,7.460000038,584200
2023-02-20,7.409999847,7.409999847,7.480000019,7.230000019,7.429999828,651500
2023-02-27,7.920000076,7.920000076,7.989999771,7.385000229,7.480000019,461600
2023-03-06,7.210000038,7.210000038,8.159999847,7.130000114,7.929999828,622400
