Date,Adj Close,Close,High,Low,Open,Volume
2019-01-01,6.159999847,6.159999847,6.230000019,6.090000153,6.230000019,429
2019-01-08,6.579999924,6.579999924,6.579999924,6.159999847,6.159999847,14
2019-01-15,6.71999979,6.71999979,6.789999962,6.440000057,6.440000057,3656
2019-01-22,6.650000095,6.650000095,6.650000095,6.650000095,6.650000095,29
2019-01-29,7.420000076,7.420000076,7.559999943,6.650000095,6.650000095,6400
2019-02-05,8.819999695,8.819999695,8.890000343,7.559999943,7.559999943,14271
2019-02-12,9.239999771,9.239999771,9.659999847,8.329999924,8.470000267,24429
2019-02-19,8.260000229,8.260000229,9.239999771,8.18999958,9.170000076,51757
2019-02-26,8.470000267,8.470000267,8.539999962,8.050000191,8.18999958,80500
2019-03-05,7.489999771,7.489999771,8.470000267,7.489999771,8.470000267,1328
2019-03-12,8.050000191,8.050000191,8.050000191,7.489999771,7.489999771,1429
2019-03-19,8.050000191,8.050000191,8.119999886,8.050000191,8.050000191,329
2019-03-26,7.980000019,7.980000019,7.980000019,7.840000153,7.980000019,4914
2019-04-02,7.699999809,7.699999809,7.980000019,7.699999809,7.980000019,428
2019-04-09,7.909999847,7.909999847,7.980000019,7.840000153,7.909999847,3571
2019-04-16,8.819999695,8.819999695,8.890000343,7.980000019,7.980000019,104987
2019-04-23,9.029999733,9.029999733,9.029999733,8.890000343,8.890000343,14286
2019-04-30,9.100000381,9.100000381,9.100000381,8.890000343,8.890000343,5857
2019-05-07,8.960000038,8.960000038,9.100000381,8.680000305,9.100000381,286
2019-05-14,8.960000038,8.960000038,8.960000038,8.960000038,8.960000038,0
2019-05-21,8.960000038,8.960000038,8.960000038,8.960000038,8.960000038,14
2019-05-28,8.119999886,8.119999886,9.100000381,7.769999981,9.029999733,35957
2019-06-04,8.609999657,8.609999657,8.890000343,8.119999886,8.119999886,8786
2019-06-11,8.399999619,8.399999619,8.609999657,8.399999619,8.609999657,1243
2019-06-18,8.539999962,8.539999962,8.890000343,8.539999962,8.539999962,19800
2019-06-25,8.399999619,8.399999619,8.539999962,7.980000019,8.539999962,40029
2019-07-02,8.399999619,8.399999619,8.470000267,8.260000229,8.399999619,9186
2019-07-09,8.75,8.75,8.75,8.470000267,8.470000267,586
2019-07-16,8.680000305,8.680000305,8.75,8.680000305,8.75,43
2019-07-23,8.260000229,8.260000229,8.680000305,8.260000229,8.680000305,714
2019-07-30,8.260000229,8.260000229,8.260000229,8.18999958,8.18999958,5785
2019-08-06,8.260000229,8.260000229,8.260000229,8.18999958,8.18999958,5785
2019-08-13,8.260000229,8.260000229,8.260000229,8.18999958,8.18999958,3471
2019-08-20,8.119999886,8.119999886,8.260000229,8.119999886,8.260000229,1214
2019-08-27,8.119999886,8.119999886,8.119999886,8.119999886,8.119999886,0
2019-09-03,7.769999981,7.769999981,8.119999886,7.420000076,8.119999886,6443
