Date,Adj Close,Close,High,Low,Open,Volume
2019-04-08,25.45999908,25.45999908,25.45999908,18.26000023,18.95000076,9472300
2019-04-15,35.15000153,35.15000153,49.77000046,25.62999916,26.94000053,46861400
2019-04-22,40.20999908,40.20999908,40.95000076,32.70999908,34.18999863,12571200
2019-04-29,38.86000061,38.86000061,48.0,37.63000107,41.33000183,18932500
2019-05-06,24.5,24.5,40.40000153,18.12999916,37.0,26527700
2019-05-13,19.92000008,19.92000008,29.25,19.05999947,21.45999908,21132700
2019-05-20,23.39999962,23.39999962,25.5,18.79999924,20.39999962,10787700
2019-05-27,26.62000084,26.62000084,26.70999908,21.0,23.5,6463500
2019-06-03,24.63999939,24.63999939,27.48800087,24.37999916,26.70000076,4072200
2019-06-10,24.22999954,24.22999954,25.32500076,21.90999985,24.5,4064200
2019-06-17,25.62000084,25.62000084,25.73999977,22.5,24.20000076,3277400
2019-06-24,26.42000008,26.42000008,28.28000069,24.56999969,25.59000015,3804500
2019-07-01,26.06999969,26.06999969,27.29000092,24.60000038,27.0,2206100
2019-07-08,24.54000092,24.54000092,27.98999977,23.60000038,26.12999916,2444200
2019-07-15,22.71999931,22.71999931,25.01799965,21.87999916,24.45000076,2219000
2019-07-22,19.65999985,19.65999985,23.10000038,19.52000046,22.75,2741400
2019-07-29,15.65999985,15.65999985,20.11000061,15.31999969,20.10000038,5306200
2019-08-05,12.35000038,12.35000038,15.93000031,12.15999985,15.59000015,4497900
2019-08-12,13.06999969,13.06999969,13.68000031,11.30000019,12.64999962,5492700
2019-08-19,12.77000046,12.77000046,15.97999954,11.81000042,13.56999969,12851200
2019-08-26,11.14999962,11.14999962,13.05000019,10.14999962,12.98999977,4983700
2019-09-02,11.05000019,11.05000019,11.60000038,9.989999771,11.03999996,4318000
2019-09-09,11.10999966,11.10999966,11.68000031,10.35000038,11.22999954,4395900
2019-09-16,10.38000011,10.38000011,11.42000008,10.19999981,10.93000031,2709700
2019-09-23,8.229999542,8.229999542,10.52000046,7.53000021,10.43999958,6325700
2019-09-30,8.069999695,8.069999695,8.350000381,7.110000134,8.170000076,3521300
2019-10-07,6.679999828,6.679999828,8.739999771,6.419000149,8.0,6424400
2019-10-14,7.019999981,7.019999981,8.270000458,5.920000076,6.619999886,9487000
2019-10-21,6.800000191,6.800000191,7.683000088,6.510000229,7.21999979,4897600
2019-10-28,6.320000172,6.320000172,6.967000008,6.010000229,6.820000172,4379600
2019-11-04,6.260000229,6.260000229,6.75,6.099999905,6.449999809,4066000
2019-11-11,5.489999771,5.489999771,6.860000134,5.300000191,6.25,11489600
2019-11-18,5.809999943,5.809999943,5.829999924,4.940000057,5.5,5344900
2019-11-25,6.260000229,6.260000229,6.380000114,5.449999809,5.900000095,4866500
2019-12-02,5.849999905,5.849999905,6.28000021,5.599999905,6.150000095,4544400
2019-12-09,5.380000114,5.380000114,5.900000095,5.199999809,5.900000095,3793200
2019-12-16,5.440000057,5.440000057,5.96999979,5.349999905,5.349999905,3281300
2019-12-23,6.130000114,6.130000114,6.190000057,5.400000095,5.409999847,2929500
2019-12-30,6.510000229,6.510000229,7.03000021,5.965000153,6.159999847,7055100
2020-01-06,5.71999979,5.71999979,6.480000019,5.570000172,6.329999924,5320700
2020-01-13,7.239999771,7.239999771,8.630000114,5.789999962,5.789999962,24697600
2020-01-20,8.279999733,8.279999733,9.300000191,7.03000021,7.050000191,26312000
2020-01-27,6.0,6.0,8.010000229,5.849999905,7.949999809,16977200
2020-02-03,5.199999809,5.199999809,6.400000095,5.190000057,5.96999979,16041600
2020-02-10,5.900000095,5.900000095,5.989999771,5.150000095,5.269999981,15807800
2020-02-17,5.880000114,5.880000114,6.579999924,5.619999886,5.989999771,11939100
2020-02-24,4.110000134,4.110000134,5.670000076,3.410000086,5.480000019,24369800
2020-03-02,3.700000048,3.700000048,4.19299984,3.619999886,4.179999828,8085300
2020-03-09,2.829999924,2.829999924,3.470000029,2.299999952,3.180000067,10356600
2020-03-16,2.329999924,2.329999924,2.805000067,2.150000095,2.380000114,7742100
2020-03-23,3.069999933,3.069999933,3.349999905,2.25,2.319999933,8653300
2020-03-30,2.579999924,2.579999924,3.269999981,2.549999952,3.200000048,4255000
2020-04-06,2.849999905,2.849999905,3.25,2.660000086,2.75,5378100
2020-04-13,3.549999952,3.549999952,3.819999933,2.880000114,2.930000067,7915900
2020-04-20,4.210000038,4.210000038,4.340000153,3.45600009,3.480000019,8770800
2020-04-27,3.859999895,3.859999895,4.949999809,3.799999952,4.349999905,9903300
2020-05-04,4.570000172,4.570000172,4.900000095,3.714999914,3.859999895,8077700
2020-05-11,4.019999981,4.019999981,6.110000134,3.75,4.800000191,24012800
2020-05-18,4.690000057,4.690000057,4.929999828,3.930000067,4.28000021,12562200
2020-05-25,4.489999771,4.489999771,5.098999977,4.300000191,4.949999809,6436100
2020-06-01,6.769999981,6.769999981,6.840000153,4.489999771,4.489999771,16519100
2020-06-08,5.5,5.5,7.190000057,5.260000229,7.170000076,12685100
2020-06-15,5.920000076,5.920000076,6.389999866,5.099999905,5.190000057,11545600
2020-06-22,5.210000038,5.210000038,6.940000057,5.099999905,6.010000229,21297700
2020-06-29,5.329999924,5.329999924,5.650000095,5.099999905,5.210000038,10197500
2020-07-06,7.489999771,7.489999771,8.93999958,5.355000019,5.449999809,55598100
2020-07-13,7.630000114,7.630000114,8.649999619,6.820000172,7.579999924,24234900
2020-07-20,9.489999771,9.489999771,10.80000019,7.527999878,7.650000095,45373100
2020-07-27,15.56000042,15.56000042,15.96000004,9.074000359,9.819999695,68344000
2020-08-03,19.26000023,19.26000023,23.89999962,14.35999966,15.77999973,153497200
2020-08-10,13.47000027,13.47000027,20.77000046,11.38000011,20.5,75426500
2020-08-17,10.0,10.0,13.35999966,9.569999695,13.35999966,38181000
2020-08-24,9.510000229,9.510000229,11.23200035,8.800000191,10.32999992,40006400
2020-08-31,8.470000267,8.470000267,9.779999733,7.449999809,9.449999809,23845100
2020-09-07,8.239999771,8.239999771,9.170000076,7.900000095,7.960000038,13081900
2020-09-14,7.71999979,7.71999979,8.600000381,7.550000191,8.329999924,18481100
2020-09-21,7.769999981,7.769999981,8.380000114,7.0,7.420000076,17206700
2020-09-28,8.079999924,8.079999924,8.680000305,7.550000191,8.06000042,23172900
2020-10-05,10.35999966,10.35999966,11.80000019,7.811999798,8.130000114,76094500
2020-10-12,15.22000027,15.22000027,15.88000011,10.5,10.61999989,102890200
2020-10-19,17.87000084,17.87000084,17.97999954,14.14999962,14.85000038,92799400
2020-10-26,14.96000004,14.96000004,19.60000038,14.69999981,18.96999931,88424100
2020-11-02,18.95000076,18.95000076,19.61000061,15.05000019,15.40999985,54140500
2020-11-09,14.68999958,14.68999958,17.85000038,11.69999981,17.82999992,75018800
2020-11-16,24.73999977,24.73999977,25.79000092,14.43999958,14.75,102976500
2020-11-23,36.88999939,36.88999939,40.90000153,25.67300034,25.70999908,109692200
2020-11-30,31.54000092,31.54000092,35.11000061,24.53000069,33.31000137,124104400
2020-12-07,38.13000107,38.13000107,40.77999878,31.91200066,32.06000137,80189200
2020-12-14,42.50999832,42.50999832,43.70899963,35.15000153,39.25999832,68592100
2020-12-21,43.61999893,43.61999893,49.0,41.02999878,41.90000153,53827100
2020-12-28,40.34999847,40.34999847,44.29999924,38.04999924,44.02000046,45277300
2021-01-04,37.22000122,37.22000122,40.56999969,33.0,39.93999863,51888400
2021-01-11,43.47000122,43.47000122,48.0,35.43999863,35.93999863,56837100
2021-01-18,56.95999908,56.95999908,57.4280014,41.25999832,44.86000061,51736800
2021-01-25,57.54999924,57.54999924,65.5,48.11999893,58.00999832,59399400
2021-02-01,61.22999954,61.22999954,67.66999817,56.40000153,59.5,43073600
2021-02-08,62.43000031,62.43000031,69.88999939,60.04199982,62.02999878,26176700
2021-02-15,55.91999817,55.91999817,66.30000305,53.38000107,64.62999725,20147200
2021-02-22,44.31000137,44.31000137,54.91699982,41.52099991,54.0,49426600
2021-03-01,37.33000183,37.33000183,49.47000122,31.42000008,46.95000076,38769900
2021-03-08,47.91999817,47.91999817,49.38000107,33.61000061,37.34000015,38807800
2021-03-15,42.13999939,42.13999939,52.29999924,40.29999924,47.91999817,47423400
2021-03-22,34.54999924,34.54999924,43.13000107,32.22000122,42.95000076,42303600
2021-03-29,38.00999832,38.00999832,38.55799866,31.60000038,34.09999847,36638300
2021-04-05,37.20000076,37.20000076,40.36999893,35.43000031,38.5,27218600
2021-04-12,32.08000183,32.08000183,38.06000137,31.78000069,36.59999847,24725600
2021-04-19,31.12999916,31.12999916,32.24000168,27.21999931,31.76000023,35577500
2021-04-26,30.42000008,30.42000008,33.75,29.65999985,31.27000046,21695800
2021-05-03,26.67000008,26.67000008,32.19900131,24.03000069,30.37000084,56472600
2021-05-10,25.97999954,25.97999954,26.76000023,17.89999962,26.39999962,57320100
2021-05-17,26.96999931,26.96999931,28.79999924,24.86000061,25.62000084,24527700
2021-05-24,29.19000053,29.19000053,30.89999962,25.86000061,27.06999969,20367900
2021-05-31,31.12000084,31.12000084,33.86999893,29.32999992,29.40999985,21459000
2021-06-07,30.05999947,30.05999947,33.6969986,28.57999992,31.25799942,21231700
2021-06-14,28.73999977,28.73999977,31.45000076,27.35099983,30.04999924,20546800
2021-06-21,29.39999962,29.39999962,30.61000061,26.54999924,28.27000046,19064200
2021-06-28,27.71999931,27.71999931,32.38999939,27.30999947,29.93000031,21435300
2021-07-05,25.92000008,25.92000008,28.21999931,24.24399948,27.80999947,14865200
2021-07-12,22.51000023,22.51000023,25.97999954,21.60000038,25.90999985,20784900
2021-07-19,22.09000015,22.09000015,24.46999931,21.34000015,21.78000069,16001300
2021-07-26,21.86000061,21.86000061,22.93000031,20.68000031,22.0,12609300
2021-08-02,21.27000046,21.27000046,22.96999931,20.60000038,22.02000046,13008000
2021-08-09,19.26000023,19.26000023,22.6420002,19.01000023,21.28000069,25811600
2021-08-16,17.78000069,17.78000069,19.20000076,16.94000053,19.07500076,26914000
2021-08-23,19.84000015,19.84000015,21.21999931,17.59000015,18.0,25078700
2021-08-30,20.75,20.75,22.14999962,19.12000084,20.15999985,23300200
2021-09-06,19.38999939,19.38999939,21.86000061,18.95000076,20.87999916,17016600
2021-09-13,19.98999977,19.98999977,21.59000015,18.59000015,19.31999969,18241100
2021-09-20,19.82999992,19.82999992,20.22999954,17.97999954,19.17000008,15148400
2021-09-27,18.43000031,18.43000031,21.25,17.03000069,19.70000076,24891100
